"Item_Number","Set_Name","Theme","Pieces","Price","Amazon_Price","Year","Ages","Pages","Minifigures","Packaging","Weight","Unique_Pieces","Availability","Size","Amazon_Price_transformed"
70667,"Kai's Blade Cycle & Zane's Snowmobile","NINJAGO",376,29.99,49.95,2019,"Ages_8+",128,4,"Box","0.51Kg (1.12 lb)",189,"Retail","Small",3.23266460265271
76899,"Lamborghini Urus ST-X & Huracán Super Trofeo EVO","Speed Champions",663,49.99,49.95,2020,"Ages_8+",144,2,"Box",NA,202,"Retail","Small",3.23266460265271
41428,"Beach House","Friends",444,49.99,49.95,2020,"Ages_6+",160,2,"Box",NA,216,"Retail","Small",3.23266460265271
71362,"Guarded Fortress","LEGO Super Mario",468,49.99,49.95,2020,"Ages_8+",NA,3,"Box",NA,192,"Retail","Small",3.23266460265271
10914,"Deluxe Brick Box","DUPLO",85,49.99,49.99,2020,"Ages_1½+",28,NA,"Tub",NA,58,"Retail","Large",3.23344100120201
21047,"Las Vegas","Architecture",501,39.99,49.99,2018,"Ages_12+",108,NA,"Box",NA,123,"Retail","Small",3.23344100120201
42106,"Stunt Show Truck & Bike","Technic",610,49.99,49.99,2020,"Ages_8+",120,NA,"Box",NA,109,"Retail","Small",3.23344100120201
42093,"Chevrolet Corvette ZR1","Technic",579,49.99,49.99,2019,"Ages_9+",233,NA,"Box","0.79Kg (1.74 lb)",105,"Retail","Small",3.23344100120201
75927,"Stygimoloch Breakout","Jurassic World",222,29.99,51.99,2018,"Ages_6-12",84,2,"Box","0.46Kg (1.01 lb)",91,"Retail","Small",3.27171861675642
10404,"Ocean's Bottom","Classic",579,29.99,52.47,2018,"Ages_5-99",57,2,"Box",NA,218,"Retail","Small",3.28075137304445
60245,"Police Monster Truck Heist","City",362,59.99,52.74,2020,"Ages_5+",200,5,"Box","0.85Kg (1.87 lb)",198,"Retail","Small",3.28580690277463
75229,"Death Star Escape","Star Wars",329,29.99,53.75,2019,"Ages_7+",84,4,"Box","0.44Kg (0.97 lb)",110,"Retail","Small",3.30455923096369
41335,"Mia's Tree House","Friends",351,29.99,53.88,2018,"Ages_6-12",120,2,"Box","0.61Kg (1.34 lb)",151,"Retail","Small",3.30695493073523
41368,"Andrea's Talent Show","Friends",492,49.99,53.94,2019,"Ages_7+",124,2,NA,"0.72Kg (1.59 lb)",184,NA,"Small",3.30805927377795
10874,"Steam Train","DUPLO",59,59.99,53.99,2018,"Ages_2-5",48,2,"Box","1.5Kg (3.3 lb)",38,"Retail","Large",3.30897890297385
75277,"Boba Fett","Star Wars",625,59.99,53.99,2020,"Ages_18+",116,NA,"Box",NA,172,NA,"Small",3.30897890297385
60217,"Fire Plane","City",363,59.99,53.99,2019,"Ages_6+",156,3,"Box","0.76Kg (1.68 lb)",151,"Retail - limited","Small",3.30897890297385
75888,"Porsche 911 RSR and 911 Turbo 3.0","Speed Champions",391,29.99,54.2,2018,"Ages_7-14",120,3,"Box","0.56Kg (1.23 lb)",166,"Retail","Small",3.31283484846885
41622,"Peter Venkman & Slimer","BrickHeadz",228,19.99,54.75,2018,"Ages_10+",77,NA,"Box",NA,90,"Retail","Small",3.32288443217864
60223,"Harvester Transport","City",358,29.99,54.8,2019,"Ages_5+",148,3,"Box","0.65Kg (1.43 lb)",166,"Retail","Small",3.32379452063681
75276,"Stormtrooper","Star Wars",647,59.99,54.99,2020,"Ages_18+",124,NA,"Box",NA,155,NA,"Small",3.32724756502414
75249,"Resistance Y-wing Starfighter","Star Wars",578,69.99,55.99,2019,"Ages_8+",76,5,"Box",NA,177,"Retail","Small",3.34528513134858
76130,"Stark Jet and the Drone Attack","Spider-Man",504,69.99,55.99,2019,"Ages_8+",96,4,"Box",NA,176,"Retail","Small",3.34528513134858
75953,"Hogwarts Whomping Willow","Harry Potter",753,69.99,55.99,2018,"Ages_8-14",148,6,"Box","1.1Kg (2.42 lb)",253,"Retail","Small",3.34528513134858
75240,"Major Vonreg's TIE Fighter","Star Wars",496,69.99,56,2019,"Ages_8+",92,4,"Box",NA,151,"Retail","Small",3.34546436385625
60215,"Fire Station","City",509,69.99,56,2019,"Ages_5+",184,4,"Box","1.17Kg (2.57 lb)",210,"Retail","Small",3.34546436385625
10864,"Large Playground Brick Box","DUPLO",71,49.99,56.69,2018,"Ages_2-5",32,2,"Plastic box","1.41Kg (3.11 lb)",49,NA,"Large",3.35777767366145
21051,"Tokyo","Architecture",547,59.99,56.78,2020,"Ages_16+",96,NA,"Box",NA,146,"Retail - limited","Small",3.35937600964504
75278,"D-O","Star Wars",519,69.99,57.09,2020,"Ages_10+",72,1,"Box",NA,149,NA,"Small",3.36486785196546
21052,"Dubai","Architecture",740,59.99,57.44,2020,"Ages_16+",112,NA,"Box",NA,127,"Retail - limited","Small",3.37104328786223
41365,"Emma's Art Studio","Friends",235,24.99,57.59,2019,"Ages_6+",60,2,"Box","0.42Kg (0.93 lb)",122,"Retail","Small",3.37368184117318
21316,"The Flintstones","Ideas",748,59.99,57.86,2019,"Ages_10+",180,4,"Box","1.04Kg (2.29 lb)",242,"Retail - limited","Small",3.37841913945644
76097,"Lex Luthor Mech Takedown","DC",406,39.99,57.99,2018,"Ages_7-14",84,5,"Box",NA,159,"Retail","Small",3.38069454329168
21160,"The Illager Raid","Minecraft",562,59.99,58.16,2020,"Ages_8+",96,5,"Box",NA,187,"Retail","Small",3.38366469004217
41352,"The Big Race Day","Friends",648,59.99,59.3,2018,"Ages_7-12",144,3,"Box","0.99Kg (2.18 lb)",252,"Retail","Small",3.40342675030468
41191,"Naida & The Water Turtle Ambush",NA,205,19.99,59.95,2018,"Ages_7-12",56,2,"Box",NA,103,"Retail",NA,3.41457578574723
76152,"Avengers Wrath of Loki","Marvel",223,59.99,59.95,2020,"Ages_4+",124,5,"Box",NA,137,"Retail","Small",3.41457578574723
60261,"Central Airport","City",286,59.99,59.95,2020,"Ages_4+",169,6,"Box","0.82Kg (1.81 lb)",168,"Retail","Small",3.41457578574723
10761,"The Great Home Escape","Juniors",178,29.99,59.98,2018,"Ages_4-7",76,4,"Box",NA,123,"Retail","Small",3.41508830953631
21039,"Shanghai","Architecture",597,59.99,59.98,2018,"Ages_12+",160,NA,"Box","0.66Kg (1.45 lb)",144,"Retail","Small",3.41508830953631
10906,"Tropical Island","DUPLO",73,59.99,59.99,2019,"Ages_2+",40,3,"Box",NA,44,"Retail","Large",3.41525911092253
10929,"Modular Playhouse","DUPLO",129,59.99,59.99,2020,"Ages_2+",84,3,"Box",NA,56,"Retail","Large",3.41525911092253
76165,"Iron Man","Marvel",480,59.99,59.99,2020,"Ages_18+",132,NA,"Box",NA,123,"Retail","Small",3.41525911092253
70436,"Phantom Fire Truck 3000","Hidden Side",760,59.99,59.99,2020,"Ages_9+",148,6,"Box",NA,263,"Retail","Small",3.41525911092253
76117,"Batman Mech vs. Poison Ivy Mech","Batman",375,39.99,61.94,2019,"Ages_7+",92,4,"Box","0.55Kg (1.21 lb)",173,"Retail","Small",3.44819136780038
31085,"Mobile Stunt Show","Creator 3-in-1",581,49.99,61.99,2018,"Ages_8-12",224,2,"Box",NA,212,"Retail","Small",3.44902617993888
21138,"The Melon Farm","Minecraft",69,14.99,62.75,2018,"Ages_6-14",44,3,"Box",NA,47,"Retail","Small",3.46165768276576
41369,"Mia's House","Friends",715,69.99,62.99,2019,"Ages_6+",192,3,NA,"1.12Kg (2.47 lb)",274,NA,"Small",3.46562431912105
41616,"Hermione Granger","BrickHeadz",127,9.99,63.49,2018,"Ages_10+",40,NA,"Box",NA,50,"Retail","Small",3.47385429007159
75952,"Newt's Case of Magical Creatures",NA,694,49.99,63.49,2018,"Ages_8-14",132,4,"Box","0.85Kg (1.87 lb)",241,"Retail",NA,3.47385429007159
70639,"Street Race of Snake Jaguar","NINJAGO",308,29.99,63.93,2018,"Ages_7-14",112,2,"Box","0.44Kg (0.97 lb)",130,"Retail","Small",3.48105921789822
75216,"Snoke's Throne Room","Star Wars",492,69.99,63.95,2018,"Ages_8-14",104,4,"Box","0.82Kg (1.81 lb)",166,"Retail","Small",3.48138588876896
43172,"Elsa's Ice Palace","LEGO Frozen 2",701,79.99,63.99,2019,"Ages_6+",180,4,NA,NA,234,NA,"Small",3.48203901602654
41167,"Arendelle Castle","LEGO Frozen 2",521,79.99,63.99,2019,"Ages_5+",192,3,"Box",NA,231,"Retail","Small",3.48203901602654
75208,"Yoda's Hut","Star Wars",229,29.99,64.75,2018,"Ages_7-12",72,3,"Box","0.38Kg (0.84 lb)",139,"Retail - limited","Small",3.49439448949454
60172,"Dirt Road Pursuit","City",297,39.99,64.75,2018,"Ages_5-12",116,3,"Box","0.6Kg (1.32 lb)",140,"Retail","Small",3.49439448949454
70829,"Emmet and Lucy's Escape Buggy!","THE LEGO MOVIE 2",550,49.99,64.95,2019,"Ages_8+",124,4,"Box","0.78Kg (1.72 lb)",199,"Retail","Small",3.4976290439633
31083,"Cruising Adventures","Creator 3-in-1",597,59.99,64.97,2018,"Ages_9-14",216,3,"Box","1.19Kg (2.62 lb)",246,"Retail","Small",3.49795211575563
76100,"Royal Talon Fighter Attack","Marvel",358,29.99,64.99,2018,"Ages_7-14",100,4,"Box",NA,119,"Retail","Small",3.49827511793864
60182,"Pickup & Caravan","City",344,29.99,65.99,2018,"Ages_5-12",140,3,"Box","0.65Kg (1.43 lb)",188,"Retail","Small",3.51433727182043
60193,"Arctic Air Transport","City",277,39.99,66.4,2018,"Ages_6-12",112,2,"Box","0.59Kg (1.3 lb)",113,"Retail","Small",3.52087351658537
75974,"Bastion","Overwatch",602,49.99,66.95,2019,"Ages_10+",116,NA,"Box","0.77Kg (1.7 lb)",168,"Retail","Small",3.52959742891361
41161,"Aladdin's and Jasmine's Palace Adventures","Disney",193,29.99,67.22,2019,"Ages_5+",76,2,NA,"0.38Kg (0.84 lb)",114,NA,"Small",3.53386172715059
21142,"The Polar Igloo","Minecraft",278,29.99,67.39,2018,"Ages_8+",84,2,"Box","0.56Kg (1.23 lb)",95,"Retail","Small",3.53654050798741
75975,"Watchpoint: Gibraltar","Overwatch",730,89.99,67.76,2019,"Ages_9+",192,4,"Box","1.39Kg (3.06 lb)",287,"Retail","Small",3.54235448601736
41455,"Unikingdom Creative Brick Box","Unikitty!",433,39.99,67.95,2018,"Ages_5-12",172,17,"Box","1.03Kg (2.27 lb)",220,"Retail","Small",3.54533140987169
75928,"Blue's Helicopter Pursuit","Jurassic World",397,39.99,67.97,2018,"Ages_7-12",112,3,"Box","0.63Kg (1.39 lb)",177,"Retail","Small",3.54564443117338
41338,"Stephanie's Sports Arena","Friends",460,44.99,68.7,2018,"Ages_6-12",108,2,"Box","0.76Kg (1.67 lb)",188,"Retail","Small",3.55702584810925
72005,"Aaron's X-bow",NA,569,49.99,68.87,2018,"Ages_8-14",152,4,"Box",NA,185,"Retail",NA,3.55966415121374
42107,"Ducati Panigale V4 R","Technic",646,69.99,69.95,2020,"Ages_10+",128,NA,"Box",NA,128,"Retail","Small",3.57631954068306
60183,"Heavy Cargo Transport","City",310,29.99,69.95,2018,"Ages_5-12",128,2,"Box","0.59Kg (1.3 lb)",161,"Retail","Small",3.57631954068306
41429,"Heartlake City Airplane","Friends",574,69.99,69.95,2020,"Ages_7+",164,NA,"Box",NA,238,"Retail","Small",3.57631954068306
75968,"4 Privet Drive","Harry Potter",797,69.99,69.95,2020,"Ages_8+",184,6,"Box",NA,255,"Retail","Small",3.57631954068306
41395,"Friendship Bus","Friends",778,69.99,69.95,2020,"Ages_8+",236,3,"Box",NA,286,"Retail","Small",3.57631954068306
31108,"Caravan Family Holiday","Creator 3-in-1",766,69.99,69.95,2020,"Ages_9+",276,3,"Box","1.37Kg (3.02 lb)",328,"Retail","Small",3.57631954068306
72002,"Twinfector",NA,191,19.99,69.99,2018,"Ages_7-14",44,3,"Box",NA,73,"Retail",NA,3.57693293951034
60202,"People Pack - Outdoor Adventures","City",164,39.99,69.99,2018,"Ages_5-12",64,15,"Box","0.29Kg (0.64 lb)",128,"Retail","Small",3.57693293951034
41610,"Tactical Batman & Superman","BrickHeadz",209,19.99,69.99,2018,"Ages_10+",69,NA,"Box",NA,72,NA,"Small",3.57693293951034
60186,"Mining Heavy Driller","City",294,49.99,69.99,2018,"Ages_5-12",124,3,"Box","0.78Kg (1.71 lb)",139,"Retail","Small",3.57693293951034
75284,"Knights of Ren Transport Ship","Star Wars",595,69.99,69.99,2020,"Ages_9+",136,3,"Box",NA,182,"Retail","Small",3.57693293951034
21161,"The Crafting Box 3.0","Minecraft",564,69.99,69.99,2020,"Ages_8+",180,4,"Box",NA,128,"Retail","Small",3.57693293951034
21143,"The Nether Portal","Minecraft",470,39.99,70.09,2018,"Ages_8+",112,3,"Box","0.7Kg (1.54 lb)",146,"Retail","Small",3.5784653637128
10758,"T. Rex Breakout","Juniors",150,49.99,70.78,2018,"Ages_4-7",76,3,"Box","0.67Kg (1.48 lb)",98,"Retail","Small",3.58899759648241
75205,"Mos Eisley Cantina","Star Wars",376,39.99,72.47,2018,"Ages_8-14",80,4,"Box",NA,140,"Retail - limited","Small",3.61449375226314
70640,"S.O.G. Headquarters","NINJAGO",530,39.99,72.98,2018,"Ages_8-14",96,5,"Box",NA,246,"Retail","Small",3.62210601691662
75201,"First Order AT-ST","Star Wars",370,39.99,73.99,2018,"Ages_8-14",80,4,"Box",NA,157,"Retail","Small",3.63707208124029
60194,"Arctic Scout Truck","City",322,59.99,74.49,2018,"Ages_7-12",100,3,"Box","0.72Kg (1.59 lb)",148,"Retail","Small",3.64442814799249
10876,"Spider-Man & Hulk Adventures","DUPLO",38,29.99,74.5,2018,"Ages_2-5",20,3,"Box","0.54Kg (1.19 lb)",29,NA,"Large",3.64457491629387
75199,"General Grievous' Combat Speeder","Star Wars",157,29.99,74.9,2018,"Ages_7-12",60,2,"Box","0.3Kg (0.66 lb)",76,"Retail","Small",3.65043437424798
31079,"Sunshine Surfer Van","Creator 3-in-1",379,34.99,74.94,2018,"Ages_8-12",184,2,"Box","0.6Kg (1.32 lb)",160,"Retail","Small",3.65101911426236
21139,"The Nether Fight","Minecraft",84,14.99,74.99,2018,"Ages_6-14",40,3,"Box",NA,48,"Retail","Small",3.65174973212664
42074,"Racing Yacht","Technic",330,39.99,75.99,2018,"Ages_8-14",156,NA,NA,"0.61Kg (1.34 lb)",83,NA,"Small",3.66629100538405
41623,"Ariel & Ursula","BrickHeadz",361,19.99,77.42,2018,"Ages_10+",121,NA,"Box",NA,121,"Retail","Small",3.68685408725503
75534,"Darth Vader","Star Wars",168,39.99,77.97,2018,"Ages_9-14",56,NA,"Box",NA,61,"Retail","Small",3.69469217053559
70921,"Harley Quinn Cannonball Attack",NA,425,49.99,78.94,2018,"Ages_7-14",132,4,"Box",NA,200,"Retail",NA,3.70842189564389
21314,"TRON: Legacy","Ideas",230,34.99,78.95,2018,"Ages_10+",68,3,"Box",NA,73,"Retail - limited","Small",3.70856282258152
75261,"Clone Scout Walker – 20th Anniversary Edition","Star Wars",250,29.99,79.5,2019,"Ages_6+",80,5,"Box",NA,109,"Retail","Small",3.71629463677084
75286,"General Grievous's Starfighter","Star Wars",487,79.99,79.95,2020,"Ages_9+",96,NA,"Box",NA,139,"Retail","Small",3.72259286341743
75272,"Sith TIE Fighter","Star Wars",470,79.99,79.95,2020,"Ages_9+",104,3,"Box",NA,127,"Retail","Small",3.72259286341743
76151,"Venomosaurus Ambush","Marvel",640,79.99,79.95,2020,"Ages_8+",148,5,"Box",NA,242,"Retail","Small",3.72259286341743
60265,"Ocean Exploration Base","City",497,79.99,79.95,2020,"Ages_6+",165,5,"Box",NA,180,"Retail","Small",3.72259286341743
41424,"Jungle Rescue Base","Friends",648,79.99,79.95,2020,"Ages_8+",176,3,"Box",NA,251,"Retail","Small",3.72259286341743
76131,"Avengers Compound Battle","Marvel",699,99.99,79.99,2019,"Ages_8+",168,7,"Box",NA,292,"Retail","Small",3.72315150374568
41433,"Party Boat","Friends",640,79.99,79.99,2020,"Ages_7+",184,3,"Box",NA,270,"Retail","Small",3.72315150374568
42095,"Remote-Controlled Stunt Racer","Technic",324,99.99,80.99,2019,"Ages_9+",72,NA,"Box","0.79Kg (1.74 lb)",78,"Retail","Small",3.73705439831641
60233,"Donut Shop Opening","City",790,89.99,80.99,2019,"Ages_6+",320,10,"Box","1.4Kg (3.09 lb)",368,"Retail","Small",3.73705439831641
21041,"Great Wall of China","Architecture",551,49.99,82.59,2018,"Ages_12+",112,NA,"Box","0.81Kg (1.78 lb)",81,"Retail - limited","Small",3.75905118952623
41153,"Ariel's Royal Celebration Boat","Disney",380,49.99,82.75,2018,"Ages_6-12",108,2,"Box","0.65Kg (1.43 lb)",156,"Retail","Small",3.76123441083598
60173,"Mountain Arrest","City",303,59.99,82.99,2018,"Ages_5-12",136,4,"Box","0.76Kg (1.67 lb)",168,"Retail","Small",3.76450370906982
31081,"Modular Skate House","Creator 3-in-1",422,39.99,83.49,2018,"Ages_8-12",196,2,"Box","0.81Kg (1.78 lb)",169,"Retail","Small",3.77129354978147
41615,"Harry Potter & Hedwig","BrickHeadz",180,14.99,83.85,2018,"Ages_10+",60,NA,"Box",NA,73,"Retail","Small",3.77616463038257
10868,"Farm Pony Stable","DUPLO",59,29.99,83.94,2018,"Ages_2-5",25,2,"Box",NA,31,NA,"Large",3.77738011238897
42075,"First Responder","Technic",513,49.99,84.75,2018,"Ages_9-16",212,NA,"Box","0.86Kg (1.89 lb)",106,NA,"Small",3.78827861216946
60210,"Air Base","City",529,89.99,84.96,2019,"Ages_6+",260,6,"Box","1.22Kg (2.69 lb)",270,"Retail","Small",3.79109223885847
72003,"Berserker Bomber",NA,369,29.99,85,2018,"Ages_8-14",84,3,"Box",NA,145,"Retail",NA,3.79162761565174
41336,"Emma's Art Café","Friends",378,32.99,85.49,2018,"Ages_6-12",112,2,"Box","0.6Kg (1.32 lb)",166,"Retail","Small",3.7981717138215
70831,"Emmet's Dream House/Rescue Rocket!","THE LEGO MOVIE 2",706,69.99,86.89,2019,"Ages_8+",260,4,"Box","1.14Kg (2.51 lb)",197,"Retail","Small",3.8167256114287
60209,"Diamond Heist","City",400,59.99,86.95,2019,"Ages_6+",160,4,"Box","0.8Kg (1.76 lb)",191,"Retail","Small",3.81751608747302
75234,"AT-AP Walker","Star Wars",689,59.99,87.99,2019,"Ages_9+",140,4,"Box","0.98Kg (2.16 lb)",214,"Retail","Small",3.8311574028518
75259,"Snowspeeder – 20th Anniversary Edition","Star Wars",309,39.99,89,2019,"Ages_7+",116,4,"Box",NA,159,"Retail","Small",3.84429761327621
41597,"Go Brick Me","BrickHeadz",708,29.99,89.74,2018,"Ages_10+",84,NA,"Box",NA,160,"Retail","Small",3.85385898538343
75273,"Poe Dameron's X-wing Fighter","Star Wars",761,89.99,89.95,2020,"Ages_9+",124,4,"Box",NA,219,"Retail","Small",3.85656228963839
75938,"T. rex vs Dino-Mech Battle","Jurassic World",716,89.99,89.95,2019,"Ages_8+",176,4,"Box",NA,254,"Retail","Small",3.85656228963839
76166,"Avengers Tower Battle","Marvel",685,89.99,89.99,2020,"Ages_8+",136,7,"Box",NA,250,"Retail","Small",3.85707670371702
76160,"Mobile Bat Base","DC",743,89.99,89.99,2020,"Ages_8+",140,6,"Box",NA,275,"Retail","Small",3.85707670371702
21317,"Steamboat Willie","Ideas",751,89.99,89.99,2019,"Ages_10+",176,2,"Box",NA,202,"Retail - limited","Small",3.85707670371702
76107,"Thanos: Ultimate Battle","Marvel",674,69.99,92.84,2018,"Ages_8-14",116,4,"Box","1.02Kg (2.25 lb)",190,"Retail","Small",3.89332393363069
70652,"Stormbringer","NINJAGO",493,39.99,93.99,2018,"Ages_8-14",108,4,"Box","0.68Kg (1.5 lb)",182,"Retail","Small",3.90772951287801
71360,"Adventures with Mario","LEGO Super Mario",231,59.99,93.99,2020,"Ages_6+",NA,3,"Box",NA,114,"Retail","Small",3.90772951287801
41192,"Azari & The Fire Lion Capture",NA,360,29.99,94,2018,"Ages_8-12",100,3,"Box",NA,147,"Retail",NA,3.90785423627429
41162,"Ariel, Aurora, and Tiana's Royal Celebration","Disney",282,39.99,94.49,2019,"Ages_5+",108,3,NA,NA,131,NA,"Small",3.91395433822911
70658,"Oni Titan","NINJAGO",522,49.99,94.8,2018,"Ages_8-14",96,4,"Box","0.76Kg (1.67 lb)",183,NA,"Small",3.917802158752
75533,"Boba Fett","Star Wars",144,29.99,94.95,2018,"Ages_8-14",48,NA,"Box",NA,67,"Retail","Small",3.91966084598292
70669,"Cole's Earth Driller","NINJAGO",587,49.99,94.99,2019,"Ages_8+",132,4,"Box","0.95Kg (2.09 lb)",216,"Retail","Small",3.92015614873748
10907,"World Animals","DUPLO",121,99.99,95.65,2019,"Ages_2+",48,6,"Box",NA,75,"Retail","Large",3.92830764622594
10878,"Rapunzel's Tower","DUPLO",37,29.99,98.99,2018,"Ages_2-5",24,1,"Box",NA,26,NA,"Large",3.96896617108148
60262,"Passenger Airplane","City",669,99.99,99.95,2020,"Ages_6+",273,9,"Box","1.77Kg (3.9 lb)",288,"Retail","Small",3.98047444024639
75536,"Range Trooper","Star Wars",101,24.99,99.99,2018,"Ages_7-14",48,NA,"Box",NA,51,"Retail","Small",3.98095226920344
70830,"Sweet Mayhem's Systar Starship!","THE LEGO MOVIE 2",502,69.99,99.99,2019,"Ages_9+",100,3,"Box","0.91Kg (2 lb)",188,"Retail","Small",3.98095226920344
75941,"Indominus rex vs. Ankylosaurus","Jurassic World",537,99.99,99.99,2020,"Ages_8+",112,5,"Box",NA,216,"Retail","Small",3.98095226920344
60246,"Police Station","City",743,99.99,99.99,2020,"Ages_6+",345,7,"Box","1.85Kg (4.06 lb)",298,"Retail","Small",3.98095226920344
70424,"Ghost Train Express","Hidden Side",698,79.99,100.63,2019,"Ages_8+",136,6,"Box",NA,268,"Retail","Small",3.98857939912002
75202,"Defense of Crait","Star Wars",746,84.99,103.99,2018,"Ages_9-14",144,4,"Box",NA,289,"Retail","Small",4.02807430659235
60196,"Arctic Supply Plane","City",707,79.99,107.69,2018,"Ages_7-12",132,4,"Box","1.21Kg (2.66 lb)",239,"Retail - limited","Small",4.07054549529792
70641,"Ninja Nightcrawler","NINJAGO",552,39.99,107.89,2018,"Ages_9-14",124,3,"Box","0.77Kg (1.7 lb)",205,"Retail","Small",4.07281194661101
75933,"T. Rex Transport","Jurassic World",609,69.99,108.89,2018,"Ages_7-12",156,3,"Box","1.13Kg (2.49 lb)",174,NA,"Small",4.08410030102476
75217,"Imperial Conveyex Transport","Star Wars",622,89.99,115.99,2018,"Ages_8-14",120,4,"Box","1.01Kg (2.22 lb)",187,"Retail","Small",4.1622308566297
72006,"Axl's Rolling Arsenal",NA,604,59.99,117.24,2018,"Ages_8-14",124,4,"Box",NA,191,"Retail",NA,4.17563705527728
76098,"Speed Force Freeze Pursuit","DC",271,29.99,119.95,2018,"Ages_6-12",80,4,"Box","0.46Kg (1 lb)",138,"Retail","Small",4.20436174357598
76103,"Corvus Glaive Thresher Attack","Marvel",416,39.99,124.75,2018,"Ages_7-14",124,5,"Box",NA,168,"Retail","Small",4.25414380299359
42079,"Heavy Duty Forklift","Technic",592,69.99,124.99,2018,"Ages_9-16",232,NA,"Box","1.25Kg (2.75 lb)",109,"Retail","Small",4.25659744895259
10875,"Cargo Train","DUPLO",105,119.99,128.95,2018,"Ages_2-5",64,3,"Box","2.86Kg (6.31 lb)",68,"Retail","Large",4.29661464042904
42109,"App-Controlled Top Gear Rally Car","Powered UP",463,129.99,129.95,2020,"Ages_9+",120,NA,"Box",NA,93,"Retail","Small",4.30658362907639
60197,"Passenger Train","City",677,159.99,134.99,2018,"Ages_6-12",230,4,"Box","2.05Kg (4.51 lb)",165,"Retail","Small",4.3560261596685
75929,"Carnotaurus Gyrosphere Escape","Jurassic World",577,79.99,136.95,2018,"Ages_7-12",140,3,"Box","1.19Kg (2.62 lb)",226,"Retail","Small",4.3749048399862
72004,"Tech Wizard Showdown",NA,506,39.99,138.99,2018,"Ages_8-14",116,3,"Box",NA,197,"Retail",NA,4.394354269399
41152,"Sleeping Beauty's Fairytale Castle","Disney",322,39.99,139.9,2018,"Ages_6-12",84,3,"Box",NA,171,"Retail","Small",4.40296582284821
76112,"App-Controlled Batmobile","DC",321,99.99,139.95,2018,"Ages_8+",108,1,"Box","0.82Kg (1.81 lb)",114,"Retail","Small",4.40343784734824
21146,"The Skeleton Attack","Minecraft",457,39.99,142.98,2018,"Ages_8+",100,3,"Box",NA,136,"Retail","Small",4.43182484486739
41339,"Mia's Camper Van","Friends",488,54.99,142.99,2018,"Ages_7-12",116,2,"Box","0.91Kg (2 lb)",222,"Retail","Small",4.43191783094298
60174,"Mountain Police Headquarters","City",663,89.99,146.48,2018,"Ages_6-12",272,7,"Box","1.73Kg (3.81 lb)",324,"Retail","Small",4.46409573164427
41193,"Aira & the Song of the Wind Dragon",NA,451,39.99,146.67,2018,"Ages_8-12",48,3,"Box",NA,200,"Retail",NA,4.46583206440645
75233,"Droid Gunship","Star Wars",389,49.99,149.99,2019,"Ages_8+",84,3,"Box","0.65Kg (1.43 lb)",150,"Retail","Small",4.49592120815909
60266,"Ocean Exploration Ship","City",745,149.99,149.99,2020,"Ages_7+",229,8,"Box","2.28Kg (5.03 lb)",314,"Retail","Small",4.49592120815909
70923,"The Bat-Space Shuttle","DC",643,79.99,153,2018,"Ages_8-14",124,6,"Box",NA,239,"Retail","Small",4.52280047642625
60195,"Arctic Mobile Exploration Base","City",786,119.99,155.29,2018,"Ages_7-12",236,6,"Box","1.56Kg (3.43 lb)",255,"Retail","Small",4.54300324459842
41154,"Cinderella's Dream Castle","Disney",585,69.99,158.9,2018,"Ages_6-12",132,2,"Box","1.14Kg (2.51 lb)",218,"Retail","Small",4.57443192703051
70642,"Killow vs. Samurai X","NINJAGO",556,49.99,159.98,2018,"Ages_8-14",128,3,"Box",NA,220,"Retail","Small",4.58373717387322
41345,"Heartlake City Pet Centre","Friends",474,59.99,159.99,2018,"Ages_6-12",108,3,"Box","0.99Kg (2.18 lb)",234,"Retail","Small",4.58382312780926
21147,"The Bedrock Adventures","Minecraft",644,89.99,161.95,2018,"Ages_8+",108,4,"Box","1.27Kg (2.8 lb)",168,"Retail","Small",4.60059799374052
41195,"Emily & Noctura's Showdown",NA,650,49.99,162.49,2018,"Ages_8-12",144,4,"Box",NA,246,"Retail",NA,4.60519465155621
75218,"X-wing Starfighter","Star Wars",730,79.99,162.99,2018,"Ages_8-14",120,4,"Box","1.06Kg (2.33 lb)",224,"Retail","Small",4.60944129153682
75221,"Imperial Landing Craft","Star Wars",636,89.99,172.89,2018,"Ages_9-14",108,5,"Box","1.17Kg (2.58 lb)",191,"Retail","Small",4.69170786379716
41340,"Friendship House","Friends",722,69.99,184.99,2018,"Ages_6-12",164,3,"Box","1.14Kg (2.51 lb)",309,"Retail","Small",4.78789343549948
21144,"The Farm Cottage","Minecraft",549,49.99,199.95,2018,"Ages_8+",116,3,"Box",NA,157,"Retail","Small",4.90090656166152
41194,"Noctura's Tower & the Earth Fox Rescue",NA,646,59.99,199.99,2018,"Ages_9-12",44,4,"Box",NA,227,"Retail",NA,4.90120066899544
75211,"Imperial TIE Fighter","Star Wars",519,69.99,203.97,2018,"Ages_9-14",76,4,"Box","0.89Kg (1.96 lb)",129,"Retail","Small",4.9302607506876
70643,"Temple of Resurrection","NINJAGO",765,69.99,255.95,2018,"Ages_8-14",144,8,"Box",NA,297,"Retail","Small",5.27772236228185
10869,"Farm Adventures","DUPLO",104,59.99,299.99,2018,"Ages_2-5",40,3,"Box",NA,42,NA,"Large",5.53518363259127
